v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,5,1,no,poorer,married,currently in union/living with a man,16,15,43,currently working,not paid,32,does not own,does not own,,0,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,15,9,27,currently working,not paid,25,does not own,does not own,,10,no,no,no,no,no
province 2,rural,no,yes,yes,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,17,24,44,currently working,not paid,42,does not own,does not own,,0,no,yes,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,13,10,37,currently working,not paid,24,alone only,alone only,,7,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,14,18,47,no,,32,does not own,alone only,,5,no,no,no,no,no
province 2,rural,yes,yes,no,no,yes,no,"yes, more than once",no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,15,3,22,no,,19,does not own,does not own,,5,no,no,no,no,no
province 2,rural,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,12,24,42,in the past year,in-kind only,36,alone only,alone only,,6,no,yes,no,no,no
province 2,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,13,14,35,no,,27,does not own,alone only,,0,no,no,no,no,no
province 2,rural,yes,yes,no,no,yes,no,"yes, more than once",no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,16,9,28,currently working,not paid,26,does not own,does not own,,5,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,17,41,currently working,cash only,33,does not own,does not own,less than him,0,no,no,no,no,no
province 2,rural,,,,,,no,"yes, more than once","yes, more than once",woman selected and interviewed,9,2,no,richer,never in union,never in union,,,,in the past year,not paid,16,does not own,does not own,,,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,4,1,no,middle,married,currently in union/living with a man,17,2,20,no,,19,does not own,does not own,,10,no,no,no,no,no
province 2,rural,no,yes,no,no,no,yes,no,no,woman selected and interviewed,0,1,no,richer,married,currently in union/living with a man,16,9,26,no,,26,does not own,does not own,,8,yes,no,no,no,no
province 2,rural,no,yes,no,yes,no,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,18,4,27,currently working,cash only,22,does not own,does not own,less than him,9,no,yes,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,14,12,35,no,,27,does not own,does not own,,6,no,yes,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,14,25,42,no,,40,does not own,does not own,,10,no,no,no,no,no
province 2,rural,yes,yes,no,yes,no,no,no,no,woman selected and interviewed,3,3,no,middle,married,currently in union/living with a man,17,7,28,no,,25,does not own,does not own,,10,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,17,24,44,no,,41,does not own,does not own,,9,yes,yes,yes,no,yes
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,25,52,in the past year,in-kind only,41,does not own,does not own,,9,no,no,yes,no,no
province 2,rural,yes,yes,yes,no,yes,yes,no,no,woman selected and interviewed,0,4,no,middle,married,currently in union/living with a man,12,14,31,no,,27,does not own,does not own,,11,no,no,no,no,no
province 2,rural,no,yes,yes,yes,yes,no,no,no,woman selected and interviewed,5,2,no,middle,married,currently in union/living with a man,13,9,25,currently working,cash only,23,does not own,does not own,less than him,8,no,no,yes,no,yes
province 2,rural,no,yes,no,yes,no,no,no,no,woman selected and interviewed,6,0,not a dejure resident,richer,married,currently in union/living with a man,15,6,26,no,,22,does not own,does not own,,10,yes,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,17,23,47,no,,40,does not own,does not own,,2,yes,yes,yes,no,no
province 2,rural,no,yes,yes,no,yes,no,no,no,woman selected and interviewed,4,0,no,middle,married,currently in union/living with a man,15,1,18,no,,16,does not own,does not own,,5,no,no,no,no,no
province 2,rural,yes,yes,yes,no,yes,yes,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,13,30,47,currently working,cash only,44,does not own,does not own,less than him,6,no,no,no,no,no
province 2,rural,no,yes,no,no,yes,no,no,no,woman selected and interviewed,0,3,no,middle,married,currently in union/living with a man,15,32,51,currently working,cash only,48,does not own,does not own,less than him,4,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,16,15,32,currently working,not paid,32,does not own,alone only,,9,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,3,3,no,middle,married,currently in union/living with a man,20,0,22,no,,20,does not own,does not own,,0,yes,yes,yes,no,yes
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,21,23,53,currently working,not paid,44,does not own,alone only,,0,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,widowed,formerly in union/living with a man,15,22,,currently working,cash only,37,does not own,does not own,,,no,yes,no,no,no
province 2,rural,yes,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,16,14,42,no,,31,alone only,does not own,,11,no,yes,yes,no,no
province 2,rural,,,,,,no,no,no,woman selected and interviewed,9,0,no,poorer,never in union,never in union,,,,currently working,cash and in-kind,16,does not own,does not own,,,no,no,no,no,no
province 2,rural,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,19,9,29,no,,28,does not own,does not own,,0,no,no,no,no,no
province 2,rural,yes,yes,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,22,44,in the past year,cash only,38,does not own,alone only,less than him,0,no,yes,yes,yes,yes
province 2,rural,yes,no,no,yes,yes,yes,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,16,29,48,currently working,in-kind only,45,alone only,alone only,,9,yes,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,2,4,no,middle,married,currently in union/living with a man,16,2,20,no,,18,does not own,does not own,,9,no,no,yes,yes,yes
province 2,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,15,26,45,no,,41,does not own,does not own,,0,no,no,no,no,no
province 2,rural,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,16,13,35,currently working,cash only,29,does not own,does not own,husband/partner doesn't bring in money,0,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,6,1,no,middle,married,currently in union/living with a man,16,0,19,in the past year,not paid,16,does not own,does not own,,9,no,no,yes,no,no
province 2,rural,no,no,no,no,no,yes,no,no,woman selected and interviewed,8,0,no,richer,married,currently in union/living with a man,15,0,18,no,,16,does not own,does not own,,3,yes,yes,yes,no,yes
province 2,rural,no,yes,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,16,27,51,currently working,cash and in-kind,43,does not own,does not own,less than him,0,yes,yes,yes,yes,yes
province 2,rural,,,,,,no,no,no,woman selected and interviewed,8,2,no,middle,never in union,never in union,,,,no,,18,does not own,does not own,,,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,20,56,no,,36,does not own,does not own,,0,no,no,no,no,no
province 2,rural,no,yes,yes,no,no,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,17,15,41,in the past year,cash and in-kind,33,does not own,does not own,less than him,0,yes,no,no,no,no
province 2,rural,yes,yes,no,no,no,no,no,no,woman selected and interviewed,3,2,no,richer,married,currently in union/living with a man,17,13,33,no,,31,does not own,does not own,,8,yes,yes,no,no,no
province 2,rural,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,3,no,middle,married,currently in union/living with a man,17,21,41,currently working,cash and in-kind,39,does not own,does not own,less than him,0,yes,yes,yes,no,yes
province 2,rural,yes,yes,yes,yes,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,17,16,43,no,,34,does not own,alone only,,4,yes,yes,yes,yes,yes
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,17,24,42,currently working,not paid,41,does not own,does not own,,0,yes,yes,yes,yes,yes
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,16,31,52,no,,48,jointly only,alone only,,11,no,yes,yes,yes,yes
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,19,0,25,no,,20,does not own,does not own,,8,yes,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,4,no,poorer,married,currently in union/living with a man,16,22,43,in the past year,cash and in-kind,38,does not own,does not own,less than him,0,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,15,15,31,currently working,cash only,30,does not own,does not own,less than him,0,no,yes,yes,no,no
province 2,rural,no,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,16,16,41,no,,33,alone only,alone only,,9,no,no,no,no,no
province 2,rural,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,1,2,no,middle,married,currently in union/living with a man,14,4,20,no,,18,does not own,does not own,,7,yes,yes,yes,no,no
province 2,rural,yes,yes,yes,yes,no,yes,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,14,13,34,in the past year,cash and in-kind,28,does not own,does not own,less than him,8,no,no,yes,no,no
province 2,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,0,no,richer,married,currently in union/living with a man,12,22,35,currently working,cash only,34,does not own,does not own,less than him,11,yes,yes,yes,no,no
province 2,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,16,19,49,currently working,not paid,36,does not own,does not own,,0,no,no,no,no,no
province 2,rural,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,4,1,no,middle,married,currently in union/living with a man,16,9,27,no,,26,does not own,does not own,,7,no,no,no,no,no
province 2,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,3,no,middle,married,currently in union/living with a man,15,8,24,no,,23,does not own,does not own,,11,yes,yes,yes,no,yes
province 2,rural,yes,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,19,8,33,currently working,cash only,27,does not own,does not own,less than him,0,no,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,16,24,40,currently working,not paid,40,does not own,does not own,,3,yes,yes,yes,no,yes
province 2,rural,yes,yes,yes,no,no,yes,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,18,24,51,currently working,cash and in-kind,43,does not own,does not own,about the same,0,yes,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,middle,married,currently in union/living with a man,17,1,20,in the past year,not paid,19,does not own,does not own,,6,no,yes,yes,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,3,no,poorer,married,currently in union/living with a man,19,15,37,no,,35,does not own,does not own,,0,no,no,no,no,no
province 2,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,middle,married,currently in union/living with a man,16,5,28,no,,22,does not own,does not own,,10,yes,yes,yes,no,no
